filename,x_min,y_min,x_max,y_max,id_gt
NARS-17_000071.JPG.JPG,5228,2583,5395,2873,Flower_04
NARS-17_000076.JPG.JPG,505,1001,848,1271,Flower_02
NARS-17_000076.JPG.JPG,1227,1098,1510,1345,Flower_06
NARS-17_000076.JPG.JPG,383,1843,788,2109,Flower_01
NARS-17_000076.JPG.JPG,2625,503,2913,731,Flower_05
NARS-17_000076.JPG.JPG,5238,2560,5415,2869,Flower_04
NARS-17_000079.JPG.JPG,499,994,834,1263,Flower_02
NARS-17_000079.JPG.JPG,1224,1097,1506,1342,Flower_06
NARS-17_000079.JPG.JPG,339,1854,744,2114,Flower_01
NARS-17_000079.JPG.JPG,2622,509,2919,725,Flower_05
NARS-17_000079.JPG.JPG,5225,2576,5413,2885,Flower_04
NARS-17_000080.JPG.JPG,331,1850,746,2111,Flower_01
NARS-17_000080.JPG.JPG,510,990,818,1264,Flower_02
NARS-17_000080.JPG.JPG,1229,1090,1510,1345,Flower_06
NARS-17_000080.JPG.JPG,2621,497,2902,735,Flower_05
NARS-17_000080.JPG.JPG,5221,2570,5450,2873,Flower_04
NARS-17_000082.JPG.JPG,506,987,860,1283,Flower_02
NARS-17_000082.JPG.JPG,1221,1068,1508,1340,Flower_06
NARS-17_000082.JPG.JPG,363,1842,770,2118,Flower_01
NARS-17_000082.JPG.JPG,2618,493,2905,734,Flower_05
NARS-17_000082.JPG.JPG,5242,2546,5428,2873,Flower_04
NARS-17_000088.JPG.JPG,480,985,827,1267,Flower_02
NARS-17_000088.JPG.JPG,255,1838,682,2114,Flower_01
NARS-17_000088.JPG.JPG,1214,1079,1494,1339,Flower_06
NARS-17_000088.JPG.JPG,2603,506,2910,737,Flower_05
NARS-17_000088.JPG.JPG,5226,2541,5431,2874,Flower_04
NARS-17_000088.JPG.JPG,2544,1800,2692,1920,Flower_07
NARS-17_000089.JPG.JPG,471,979,802,1265,Flower_02
NARS-17_000089.JPG.JPG,251,1846,664,2108,Flower_01
NARS-17_000089.JPG.JPG,2613,519,2908,731,Flower_05
NARS-17_000089.JPG.JPG,2538,1801,2674,1915,Flower_07
NARS-17_000089.JPG.JPG,5233,2553,5443,2872,Flower_04
NARS-17_000089.JPG.JPG,1218,1085,1481,1329,Flower_06
NARS-17_000101.JPG.JPG,195,1830,626,2091,Flower_01
NARS-17_000101.JPG.JPG,440,918,783,1214,Flower_02
NARS-17_000101.JPG.JPG,1199,1075,1480,1330,Flower_06
NARS-17_000101.JPG.JPG,2612,503,2893,741,Flower_05
NARS-17_000101.JPG.JPG,5212,2622,5419,2924,Flower_04
NARS-17_000101.JPG.JPG,2550,1779,2770,1986,Flower_07
NARS-17_000101.JPG.JPG,4027,2949,4206,3097,Flower_08
NARS-17_000105.JPG.JPG,1210,1069,1478,1330,Flower_06
NARS-17_000105.JPG.JPG,446,938,782,1237,Flower_02
NARS-17_000105.JPG.JPG,206,1884,646,2117,Flower_01
NARS-17_000105.JPG.JPG,2543,1783,2761,1969,Flower_07
NARS-17_000105.JPG.JPG,2611,517,2885,738,Flower_05
NARS-17_000105.JPG.JPG,4043,2967,4187,3086,Flower_08
NARS-17_000105.JPG.JPG,5232,2648,5405,2938,Flower_04
NARS-17_000107.JPG.JPG,441,940,788,1236,Flower_02
NARS-17_000107.JPG.JPG,1211,1074,1473,1329,Flower_06
NARS-17_000107.JPG.JPG,198,1887,651,2122,Flower_01
NARS-17_000107.JPG.JPG,2546,1785,2761,1972,Flower_07
NARS-17_000107.JPG.JPG,2607,512,2885,739,Flower_05
NARS-17_000107.JPG.JPG,5231,2639,5408,2941,Flower_04
NARS-17_000107.JPG.JPG,4040,2966,4179,3090,Flower_08
NARS-17_000109.JPG.JPG,442,933,790,1238,Flower_02
NARS-17_000109.JPG.JPG,206,1889,653,2125,Flower_01
NARS-17_000109.JPG.JPG,2613,526,2879,743,Flower_05
NARS-17_000109.JPG.JPG,2546,1779,2759,1969,Flower_07
NARS-17_000109.JPG.JPG,4036,2964,4180,3091,Flower_08
NARS-17_000109.JPG.JPG,5236,2638,5421,2941,Flower_04
NARS-17_000109.JPG.JPG,1205,1067,1480,1335,Flower_06
NARS-17_000114.JPG.JPG,425,915,757,1217,Flower_02
NARS-17_000114.JPG.JPG,1200,1071,1467,1329,Flower_06
NARS-17_000114.JPG.JPG,203,1891,653,2130,Flower_01
NARS-17_000114.JPG.JPG,2526,1769,2729,1957,Flower_07
NARS-17_000114.JPG.JPG,2607,519,2898,743,Flower_05
NARS-17_000114.JPG.JPG,4024,2979,4185,3104,Flower_08
NARS-17_000114.JPG.JPG,5235,2643,5413,2946,Flower_04
NARS-17_000116.JPG.JPG,219,1875,650,2136,Flower_01
NARS-17_000116.JPG.JPG,416,906,759,1202,Flower_02
NARS-17_000116.JPG.JPG,1193,1072,1474,1327,Flower_06
NARS-17_000116.JPG.JPG,2612,503,2893,741,Flower_05
NARS-17_000116.JPG.JPG,5236,2667,5414,2943,Flower_04
NARS-17_000116.JPG.JPG,2511,1761,2731,1968,Flower_07
NARS-17_000116.JPG.JPG,4012,2964,4191,3112,Flower_08
NARS-17_000117.JPG.JPG,413,891,739,1206,Flower_02
NARS-17_000117.JPG.JPG,191,1899,636,2136,Flower_01
NARS-17_000117.JPG.JPG,1190,1062,1459,1327,Flower_06
NARS-17_000117.JPG.JPG,2608,510,2885,746,Flower_05
NARS-17_000117.JPG.JPG,2516,1763,2726,1959,Flower_07
NARS-17_000117.JPG.JPG,4009,2977,4187,3108,Flower_08
NARS-17_000117.JPG.JPG,5227,2706,5389,2963,Flower_04
NARS-17_000127.JPG.JPG,509,945,856,1245,Flower_02
NARS-17_000127.JPG.JPG,1206,1057,1468,1328,Flower_06
NARS-17_000127.JPG.JPG,190,1860,643,2115,Flower_01
NARS-17_000127.JPG.JPG,2520,1791,2770,2036,Flower_07
NARS-17_000127.JPG.JPG,4031,2969,4231,3130,Flower_08
NARS-17_000127.JPG.JPG,5262,2615,5425,2937,Flower_04
NARS-17_000127.JPG.JPG,2603,516,2886,745,Flower_05
NARS-17_000130.JPG.JPG,489,941,843,1245,Flower_02
NARS-17_000130.JPG.JPG,1204,1042,1472,1327,Flower_06
NARS-17_000130.JPG.JPG,206,1875,658,2130,Flower_01
NARS-17_000130.JPG.JPG,4027,2970,4226,3135,Flower_08
NARS-17_000130.JPG.JPG,5246,2640,5428,2955,Flower_04
NARS-17_000130.JPG.JPG,2602,514,2881,745,Flower_05
NARS-17_000130.JPG.JPG,2521,1794,2768,2032,Flower_07
NARS-17_000132.JPG.JPG,492,932,839,1245,Flower_02
NARS-17_000132.JPG.JPG,1202,1051,1463,1323,Flower_06
NARS-17_000132.JPG.JPG,209,1885,659,2133,Flower_01
NARS-17_000132.JPG.JPG,2509,1782,2760,2029,Flower_07
NARS-17_000132.JPG.JPG,2599,510,2882,751,Flower_05
NARS-17_000132.JPG.JPG,5255,2627,5438,2947,Flower_04
NARS-17_000132.JPG.JPG,4021,2973,4225,3137,Flower_08
NARS-17_000133.JPG.JPG,477,925,845,1236,Flower_02
NARS-17_000133.JPG.JPG,199,1872,659,2132,Flower_01
NARS-17_000133.JPG.JPG,1206,1045,1462,1323,Flower_06
NARS-17_000133.JPG.JPG,2506,1782,2769,2026,Flower_07
NARS-17_000133.JPG.JPG,2591,510,2898,754,Flower_05
NARS-17_000133.JPG.JPG,5251,2623,5441,2943,Flower_04
NARS-17_000133.JPG.JPG,4015,2970,4237,3139,Flower_08
NARS-17_000139.JPG.JPG,475,931,826,1228,Flower_02
NARS-17_000139.JPG.JPG,1201,1048,1447,1324,Flower_06
NARS-17_000139.JPG.JPG,171,1885,624,2123,Flower_01
NARS-17_000139.JPG.JPG,2485,1773,2735,2004,Flower_07
NARS-17_000139.JPG.JPG,4011,3005,4218,3155,Flower_08
NARS-17_000139.JPG.JPG,5266,2601,5428,2936,Flower_04
NARS-17_000139.JPG.JPG,2606,531,2889,750,Flower_05
NARS-17_000147.JPG.JPG,456,952,802,1256,Flower_02
NARS-17_000147.JPG.JPG,1221,1061,1471,1327,Flower_06
NARS-17_000147.JPG.JPG,142,1888,578,2131,Flower_01
NARS-17_000147.JPG.JPG,2605,527,2881,753,Flower_05
NARS-17_000147.JPG.JPG,2505,1808,2760,2058,Flower_07
NARS-17_000147.JPG.JPG,4012,2995,4246,3175,Flower_08
NARS-17_000147.JPG.JPG,5230,2611,5426,2939,Flower_04
NARS-17_000149.JPG.JPG,182,1879,584,2119,Flower_01
NARS-17_000149.JPG.JPG,461,966,804,1262,Flower_02
NARS-17_000149.JPG.JPG,1199,1057,1480,1312,Flower_06
NARS-17_000149.JPG.JPG,2606,515,2887,753,Flower_05
NARS-17_000149.JPG.JPG,5220,2592,5428,2923,Flower_04
NARS-17_000149.JPG.JPG,2492,1817,2739,2067,Flower_07
NARS-17_000149.JPG.JPG,4004,2991,4228,3189,Flower_08
NARS-17_000150.JPG.JPG,469,954,829,1265,Flower_02
NARS-17_000150.JPG.JPG,1216,1054,1477,1325,Flower_06
NARS-17_000150.JPG.JPG,184,1878,629,2129,Flower_01
NARS-17_000150.JPG.JPG,2513,1809,2770,2073,Flower_07
NARS-17_000150.JPG.JPG,2600,523,2887,752,Flower_05
NARS-17_000150.JPG.JPG,4000,3004,4250,3187,Flower_08
NARS-17_000150.JPG.JPG,5253,2611,5438,2943,Flower_04
NARS-17_000156.JPG.JPG,459,949,808,1263,Flower_02
NARS-17_000156.JPG.JPG,1217,1039,1471,1317,Flower_06
NARS-17_000156.JPG.JPG,192,1875,639,2138,Flower_01
NARS-17_000156.JPG.JPG,2505,1795,2770,2060,Flower_07
NARS-17_000156.JPG.JPG,2605,517,2887,754,Flower_05
NARS-17_000156.JPG.JPG,5251,2611,5432,2938,Flower_04
NARS-17_000156.JPG.JPG,4000,3003,4246,3189,Flower_08
NARS-17_000159.JPG.JPG,186,1881,617,2142,Flower_01
NARS-17_000159.JPG.JPG,444,941,807,1265,Flower_02
NARS-17_000159.JPG.JPG,1200,1041,1482,1317,Flower_06
NARS-17_000159.JPG.JPG,2603,512,2885,746,Flower_05
NARS-17_000159.JPG.JPG,5259,2608,5431,2936,Flower_04
NARS-17_000159.JPG.JPG,2498,1788,2758,2041,Flower_07
NARS-17_000159.JPG.JPG,3987,3001,4221,3176,Flower_08
NARS-17_000162.JPG.JPG,428,943,771,1258,Flower_02
NARS-17_000162.JPG.JPG,1211,1040,1440,1321,Flower_06
NARS-17_000162.JPG.JPG,164,1893,620,2144,Flower_01
NARS-17_000162.JPG.JPG,2449,1792,2696,2049,Flower_07
NARS-17_000162.JPG.JPG,2603,532,2881,759,Flower_05
NARS-17_000162.JPG.JPG,3978,3035,4211,3204,Flower_08
NARS-17_000162.JPG.JPG,5260,2609,5435,2910,Flower_04
NARS-17_000168.JPG.JPG,2611,535,2882,763,Flower_05
NARS-17_000168.JPG.JPG,5243,2612,5415,2935,Flower_04
NARS-17_000168.JPG.JPG,3959,3005,4218,3202,Flower_08
NARS-17_000168.JPG.JPG,2493,1802,2742,2056,Flower_07
NARS-17_000168.JPG.JPG,181,1894,572,2139,Flower_01
NARS-17_000168.JPG.JPG,1216,1045,1452,1314,Flower_06
NARS-17_000168.JPG.JPG,421,937,751,1241,Flower_02
NARS-17_000173.JPG.JPG,444,967,783,1276,Flower_02
NARS-17_000173.JPG.JPG,1224,1037,1452,1309,Flower_06
NARS-17_000173.JPG.JPG,164,1907,599,2144,Flower_01
NARS-17_000173.JPG.JPG,5257,2628,5441,2954,Flower_04
NARS-17_000173.JPG.JPG,3978,3032,4237,3214,Flower_08
NARS-17_000173.JPG.JPG,2518,1836,2771,2098,Flower_07
NARS-17_000173.JPG.JPG,2603,526,2902,757,Flower_05
NARS-17_000176.JPG.JPG,199,1912,631,2150,Flower_01
NARS-17_000176.JPG.JPG,463,969,794,1273,Flower_02
NARS-17_000176.JPG.JPG,1234,1040,1475,1316,Flower_06
NARS-17_000176.JPG.JPG,2603,520,2885,754,Flower_05
NARS-17_000176.JPG.JPG,5259,2644,5431,2972,Flower_04
NARS-17_000176.JPG.JPG,2530,1820,2790,2073,Flower_07
NARS-17_000176.JPG.JPG,4003,3025,4260,3200,Flower_08
NARS-17_000177.JPG.JPG,442,965,801,1291,Flower_02
NARS-17_000177.JPG.JPG,184,1904,634,2158,Flower_01
NARS-17_000177.JPG.JPG,1228,1025,1471,1318,Flower_06
NARS-17_000177.JPG.JPG,2533,1815,2797,2081,Flower_07
NARS-17_000177.JPG.JPG,2609,507,2893,760,Flower_05
NARS-17_000177.JPG.JPG,3981,3015,4260,3212,Flower_08
NARS-17_000177.JPG.JPG,5264,2645,5449,2960,Flower_04
NARS-17_000178.JPG.JPG,450,959,799,1289,Flower_02
NARS-17_000178.JPG.JPG,1216,1033,1468,1321,Flower_06
NARS-17_000178.JPG.JPG,185,1902,632,2153,Flower_01
NARS-17_000178.JPG.JPG,2605,518,2893,764,Flower_05
NARS-17_000178.JPG.JPG,2527,1821,2797,2082,Flower_07
NARS-17_000178.JPG.JPG,3981,3020,4256,3212,Flower_08
NARS-17_000178.JPG.JPG,5264,2645,5451,2963,Flower_04
NARS-17_000179.JPG.JPG,441,966,794,1286,Flower_02
NARS-17_000179.JPG.JPG,1222,1032,1464,1318,Flower_06
NARS-17_000179.JPG.JPG,178,1919,629,2154,Flower_01
NARS-17_000179.JPG.JPG,2539,1825,2799,2090,Flower_07
NARS-17_000179.JPG.JPG,2607,514,2892,758,Flower_05
NARS-17_000179.JPG.JPG,3984,3021,4257,3214,Flower_08
NARS-17_000179.JPG.JPG,5266,2641,5452,2966,Flower_04
NARS-17_000183.JPG.JPG,440,994,797,1297,Flower_02
NARS-17_000183.JPG.JPG,173,1920,624,2159,Flower_01
NARS-17_000183.JPG.JPG,2523,1827,2798,2088,Flower_07
NARS-17_000183.JPG.JPG,1212,1042,1468,1327,Flower_06
NARS-17_000183.JPG.JPG,2586,521,2906,765,Flower_05
NARS-17_000183.JPG.JPG,3969,3018,4250,3236,Flower_08
NARS-17_000183.JPG.JPG,5264,2659,5453,2983,Flower_04
NARS-17_000185.JPG.JPG,173,1935,614,2168,Flower_01
NARS-17_000185.JPG.JPG,445,1001,786,1300,Flower_02
NARS-17_000185.JPG.JPG,1213,1027,1441,1310,Flower_06
NARS-17_000185.JPG.JPG,3962,3043,4208,3227,Flower_08
NARS-17_000185.JPG.JPG,2503,1822,2755,2077,Flower_07
NARS-17_000185.JPG.JPG,2597,538,2904,770,Flower_05
NARS-17_000185.JPG.JPG,5265,2664,5451,2958,Flower_04
NARS-17_000190.JPG.JPG,186,1880,566,2141,Flower_01
NARS-17_000190.JPG.JPG,428,978,764,1267,Flower_02
NARS-17_000190.JPG.JPG,1199,1013,1421,1290,Flower_06
NARS-17_000190.JPG.JPG,2603,512,2885,746,Flower_05
NARS-17_000190.JPG.JPG,5259,2608,5431,2936,Flower_04
NARS-17_000190.JPG.JPG,2478,1752,2738,2005,Flower_07
NARS-17_000190.JPG.JPG,3939,3000,4220,3206,Flower_08
NARS-17_000193.JPG.JPG,423,997,791,1280,Flower_02
NARS-17_000193.JPG.JPG,160,1890,535,2143,Flower_01
NARS-17_000193.JPG.JPG,2492,1748,2745,1999,Flower_07
NARS-17_000193.JPG.JPG,2603,521,2884,758,Flower_05
NARS-17_000193.JPG.JPG,1204,1005,1435,1284,Flower_06
NARS-17_000193.JPG.JPG,5246,2611,5439,2950,Flower_04
NARS-17_000193.JPG.JPG,3948,2997,4228,3211,Flower_08
NARS-17_000194.JPG.JPG,435,988,760,1245,Flower_02
NARS-17_000194.JPG.JPG,1215,1008,1437,1286,Flower_06
NARS-17_000194.JPG.JPG,143,1869,531,2141,Flower_01
NARS-17_000194.JPG.JPG,2609,521,2885,755,Flower_05
NARS-17_000194.JPG.JPG,2509,1752,2758,1997,Flower_07
NARS-17_000194.JPG.JPG,3953,3005,4221,3211,Flower_08
NARS-17_000194.JPG.JPG,5242,2621,5446,2951,Flower_04
NARS-17_000195.JPG.JPG,420,985,758,1242,Flower_02
NARS-17_000195.JPG.JPG,166,1874,501,2136,Flower_01
NARS-17_000195.JPG.JPG,1210,1000,1428,1283,Flower_06
NARS-17_000195.JPG.JPG,2462,1746,2717,1990,Flower_07
NARS-17_000195.JPG.JPG,2613,520,2903,754,Flower_05
NARS-17_000195.JPG.JPG,3913,3007,4204,3219,Flower_08
NARS-17_000195.JPG.JPG,5188,2633,5439,2956,Flower_04
NARS-17_000196.JPG.JPG,426,977,757,1234,Flower_02
NARS-17_000196.JPG.JPG,164,1870,508,2131,Flower_01
NARS-17_000196.JPG.JPG,1215,1000,1436,1284,Flower_06
NARS-17_000196.JPG.JPG,2475,1752,2732,2010,Flower_07
NARS-17_000196.JPG.JPG,2610,517,2892,746,Flower_05
NARS-17_000196.JPG.JPG,3934,3010,4208,3213,Flower_08
NARS-17_000196.JPG.JPG,5194,2652,5428,2965,Flower_04
NARS-17_000201.JPG.JPG,1222,1004,1454,1294,Flower_06
NARS-17_000201.JPG.JPG,447,980,777,1239,Flower_02
NARS-17_000201.JPG.JPG,170,1870,535,2142,Flower_01
NARS-17_000201.JPG.JPG,2538,1750,2790,2010,Flower_07
NARS-17_000201.JPG.JPG,2606,500,2893,743,Flower_05
NARS-17_000201.JPG.JPG,5246,2635,5468,2951,Flower_04
NARS-17_000201.JPG.JPG,3970,2998,4255,3209,Flower_08
NARS-17_000207.JPG.JPG,446,975,772,1257,Flower_02
NARS-17_000207.JPG.JPG,1215,1005,1444,1313,Flower_06
NARS-17_000207.JPG.JPG,164,1907,537,2154,Flower_01
NARS-17_000207.JPG.JPG,2529,1747,2786,2008,Flower_07
NARS-17_000207.JPG.JPG,3960,3002,4249,3216,Flower_08
NARS-17_000207.JPG.JPG,5244,2642,5447,2960,Flower_04
NARS-17_000207.JPG.JPG,2593,498,2890,744,Flower_05
NARS-17_000211.JPG.JPG,440,980,770,1244,Flower_02
NARS-17_000211.JPG.JPG,1215,1016,1430,1303,Flower_06
NARS-17_000211.JPG.JPG,168,1889,515,2152,Flower_01
NARS-17_000211.JPG.JPG,3941,3007,4213,3224,Flower_08
NARS-17_000211.JPG.JPG,2492,1740,2734,1985,Flower_07
NARS-17_000211.JPG.JPG,2595,521,2902,753,Flower_05
NARS-17_000211.JPG.JPG,5241,2641,5458,2943,Flower_04
NARS-17_000213.JPG.JPG,426,988,761,1246,Flower_02
NARS-17_000213.JPG.JPG,1213,1011,1429,1301,Flower_06
NARS-17_000213.JPG.JPG,171,1885,513,2154,Flower_01
NARS-17_000213.JPG.JPG,2482,1747,2725,1997,Flower_07
NARS-17_000213.JPG.JPG,2594,513,2905,763,Flower_05
NARS-17_000213.JPG.JPG,3928,3004,4213,3226,Flower_08
NARS-17_000213.JPG.JPG,5239,2627,5445,2946,Flower_04
NARS-17_000220.JPG.JPG,445,977,761,1227,Flower_02
NARS-17_000220.JPG.JPG,1216,1009,1438,1290,Flower_06
NARS-17_000220.JPG.JPG,199,1872,525,2131,Flower_01
NARS-17_000220.JPG.JPG,2498,1767,2744,2013,Flower_07
NARS-17_000220.JPG.JPG,2599,526,2889,759,Flower_05
NARS-17_000220.JPG.JPG,5252,2651,5448,2944,Flower_04
NARS-17_000220.JPG.JPG,3939,3002,4215,3225,Flower_08
NARS-17_000222.JPG.JPG,452,968,765,1227,Flower_02
NARS-17_000222.JPG.JPG,1217,1004,1440,1292,Flower_06
NARS-17_000222.JPG.JPG,194,1869,526,2136,Flower_01
NARS-17_000222.JPG.JPG,3949,2992,4256,3218,Flower_08
NARS-17_000222.JPG.JPG,2495,1762,2743,2015,Flower_07
NARS-17_000222.JPG.JPG,2599,521,2888,754,Flower_05
NARS-17_000222.JPG.JPG,5250,2646,5462,2944,Flower_04
NARS-17_000224.JPG.JPG,454,978,759,1223,Flower_02
NARS-17_000224.JPG.JPG,194,1869,528,2128,Flower_01
NARS-17_000224.JPG.JPG,1218,1009,1444,1288,Flower_06
NARS-17_000224.JPG.JPG,2606,521,2889,751,Flower_05
NARS-17_000224.JPG.JPG,2498,1770,2745,2016,Flower_07
NARS-17_000224.JPG.JPG,3950,2995,4229,3217,Flower_08
NARS-17_000224.JPG.JPG,5245,2652,5454,2939,Flower_04
NARS-17_000230.JPG.JPG,459,955,818,1198,Flower_02
NARS-17_000230.JPG.JPG,300,1885,571,2075,Flower_01
NARS-17_000230.JPG.JPG,1223,982,1450,1286,Flower_06
NARS-17_000230.JPG.JPG,2464,1860,2682,2092,Flower_07
NARS-17_000230.JPG.JPG,2630,496,2894,730,Flower_05
NARS-17_000230.JPG.JPG,3954,3058,4226,3228,Flower_08
NARS-17_000230.JPG.JPG,5296,2668,5482,2859,Flower_04
NARS-17_000232.JPG.JPG,477,943,828,1184,Flower_02
NARS-17_000232.JPG.JPG,1204,955,1438,1227,Flower_06
NARS-17_000232.JPG.JPG,2435,1915,2665,2145,Flower_07
NARS-17_000232.JPG.JPG,2622,496,2896,730,Flower_05
NARS-17_000232.JPG.JPG,3970,3053,4249,3238,Flower_08
NARS-17_000232.JPG.JPG,5289,2660,5485,2857,Flower_04
NARS-17_000233.JPG.JPG,482,948,831,1172,Flower_02
NARS-17_000233.JPG.JPG,1204,963,1424,1229,Flower_06
NARS-17_000233.JPG.JPG,2638,498,2894,722,Flower_05
NARS-17_000233.JPG.JPG,2421,1954,2627,2171,Flower_07
