frame,filename,x_c,y_c,objectID
000383,NARS-13_000383.JPG,2384.5,2774.5,9
000383,NARS-13_000383.JPG,3743.0,2521.0,14
000383,NARS-13_000383.JPG,612.5,1579.5,22
000383,NARS-13_000383.JPG,65.0,431.0,0
000383,NARS-13_000383.JPG,1876.5,1901.0,8
000383,NARS-13_000383.JPG,4231.5,704.0,26
000383,NARS-13_000383.JPG,4298.0,473.0,35
000383,NARS-13_000383.JPG,4257.0,68.0,48
000101,NARS-13_000101.JPG,5808.0,923.0,47
000101,NARS-13_000101.JPG,5965.0,3180.5,41
000101,NARS-13_000101.JPG,5667.5,2819.0,40
000101,NARS-13_000101.JPG,5327.0,2608.5,30
000101,NARS-13_000101.JPG,5719.5,2303.0,38
000101,NARS-13_000101.JPG,1157.0,1529.0,12
000101,NARS-13_000101.JPG,3201.5,2649.5,11
000101,NARS-13_000101.JPG,5955.0,2616.0,39
000101,NARS-13_000101.JPG,1022.5,736.0,1
000101,NARS-13_000101.JPG,2787.5,207.0,6
000101,NARS-13_000101.JPG,3217.5,2419.0,10
000101,NARS-13_000101.JPG,1615.0,753.0,2
000101,NARS-13_000101.JPG,5785.5,1806.5,36
000101,NARS-13_000101.JPG,5373.0,3021.0,27
000101,NARS-13_000101.JPG,5082.5,924.0,24
000101,NARS-13_000101.JPG,924.0,476.5,4
000101,NARS-13_000101.JPG,6016.5,1043.0,34
000158,NARS-13_000158.JPG,1147.5,1508.5,12
000158,NARS-13_000158.JPG,3846.5,3181.5,13
000158,NARS-13_000158.JPG,1973.5,864.0,3
000158,NARS-13_000158.JPG,5671.0,2345.0,37
000158,NARS-13_000158.JPG,2466.5,1686.5,45
000158,NARS-13_000158.JPG,4563.0,2414.0,21
000158,NARS-13_000158.JPG,5363.0,2626.5,30
000158,NARS-13_000158.JPG,5676.5,2779.5,40
000158,NARS-13_000158.JPG,5925.5,3168.5,41
000158,NARS-13_000158.JPG,974.0,719.0,1
000158,NARS-13_000158.JPG,5011.5,2254.0,31
000158,NARS-13_000158.JPG,4466.0,3180.0,19
000158,NARS-13_000158.JPG,3115.0,2639.0,11
000158,NARS-13_000158.JPG,5871.0,2582.0,39
000158,NARS-13_000158.JPG,5102.5,2548.5,29
000158,NARS-13_000158.JPG,4949.5,2757.0,28
000158,NARS-13_000158.JPG,5906.5,1005.5,34
000158,NARS-13_000158.JPG,2647.0,205.5,6
000158,NARS-13_000158.JPG,3322.5,1613.0,16
000158,NARS-13_000158.JPG,805.5,345.0,4
000158,NARS-13_000158.JPG,3426.5,2095.5,15
000158,NARS-13_000158.JPG,3051.5,2354.5,10
000158,NARS-13_000158.JPG,4901.5,902.0,24
000158,NARS-13_000158.JPG,1427.5,757.5,2
000158,NARS-13_000158.JPG,5396.5,1735.0,32
000158,NARS-13_000158.JPG,5680.5,1581.0,36
000158,NARS-13_000158.JPG,4623.0,1475.5,23
000158,NARS-13_000158.JPG,5103.5,2919.0,27
000158,NARS-13_000158.JPG,5545.0,1088.5,47
000158,NARS-13_000158.JPG,4667.5,1143.5,25
000158,NARS-13_000158.JPG,2801.5,2417.0,9
000158,NARS-13_000158.JPG,1613.5,1089.0,46
000158,NARS-13_000158.JPG,4042.5,3293.0,18
000158,NARS-13_000158.JPG,4911.0,1364.0,26
000117,NARS-13_000117.JPG,1159.5,1568.5,12
000117,NARS-13_000117.JPG,3976.0,3323.5,18
000117,NARS-13_000117.JPG,5844.0,1063.5,34
000117,NARS-13_000117.JPG,5990.5,3232.0,41
000117,NARS-13_000117.JPG,5099.0,2825.0,27
000117,NARS-13_000117.JPG,4554.0,3217.0,19
000117,NARS-13_000117.JPG,1054.0,776.5,1
000117,NARS-13_000117.JPG,5625.5,2690.0,40
000117,NARS-13_000117.JPG,5987.0,2673.0,39
000117,NARS-13_000117.JPG,897.5,471.0,4
000117,NARS-13_000117.JPG,5211.5,2685.0,30
000117,NARS-13_000117.JPG,3604.5,2113.0,15
000117,NARS-13_000117.JPG,5884.5,2388.0,38
000117,NARS-13_000117.JPG,3296.0,2686.5,11
000117,NARS-13_000117.JPG,1751.5,888.5,3
000117,NARS-13_000117.JPG,2851.5,305.5,6
000117,NARS-13_000117.JPG,3462.5,2520.5,14
000117,NARS-13_000117.JPG,5816.0,1848.5,36
000117,NARS-13_000117.JPG,5188.0,1089.5,24
000117,NARS-13_000117.JPG,4130.0,3376.5,13
000117,NARS-13_000117.JPG,5831.0,2910.0,37
000117,NARS-13_000117.JPG,5467.5,3071.0,28
000117,NARS-13_000117.JPG,637.0,59.5,0
000321,NARS-13_000321.JPG,5842.5,2362.0,38
000321,NARS-13_000321.JPG,4599.5,1422.0,23
000321,NARS-13_000321.JPG,4840.0,3270.5,20
000321,NARS-13_000321.JPG,5482.5,1773.0,32
000321,NARS-13_000321.JPG,673.0,2392.0,42
000321,NARS-13_000321.JPG,478.0,2030.5,33
000321,NARS-13_000321.JPG,3278.0,1702.5,16
000321,NARS-13_000321.JPG,1806.5,1791.0,44
000321,NARS-13_000321.JPG,3493.5,2162.5,15
000321,NARS-13_000321.JPG,2359.0,1614.0,45
000321,NARS-13_000321.JPG,4075.0,2324.5,17
000321,NARS-13_000321.JPG,2901.5,2518.5,9
000321,NARS-13_000321.JPG,4397.0,101.0,48
000321,NARS-13_000321.JPG,4820.5,1145.0,25
000321,NARS-13_000321.JPG,5054.0,1445.5,26
000321,NARS-13_000321.JPG,776.5,1602.0,22
000321,NARS-13_000321.JPG,3013.0,251.5,6
000321,NARS-13_000321.JPG,1943.5,877.5,3
000321,NARS-13_000321.JPG,1216.5,658.0,1
000321,NARS-13_000321.JPG,4422.5,3056.0,19
000321,NARS-13_000321.JPG,1379.0,1552.5,12
000321,NARS-13_000321.JPG,3072.5,506.0,7
000321,NARS-13_000321.JPG,2135.5,1842.0,8
000321,NARS-13_000321.JPG,1747.0,2693.0,43
000321,NARS-13_000321.JPG,4594.0,512.5,35
000321,NARS-13_000321.JPG,1480.5,1378.5,46
000321,NARS-13_000321.JPG,4239.0,2396.0,21
000321,NARS-13_000321.JPG,3654.5,2241.5,14
000321,NARS-13_000321.JPG,5313.0,2095.0,31
000321,NARS-13_000321.JPG,5261.5,3369.5,28
000321,NARS-13_000321.JPG,1610.5,332.5,2
000321,NARS-13_000321.JPG,1413.0,293.5,4
000321,NARS-13_000321.JPG,2514.0,2694.5,10
000321,NARS-13_000321.JPG,4584.5,769.0,24
000321,NARS-13_000321.JPG,4707.5,1665.0,29
000321,NARS-13_000321.JPG,5212.0,162.5,47
000321,NARS-13_000321.JPG,3470.0,1610.0,11
000321,NARS-13_000321.JPG,4426.5,1405.0,34
000321,NARS-13_000321.JPG,1166.5,2785.5,49
000321,NARS-13_000321.JPG,1498.5,1850.0,50
000321,NARS-13_000321.JPG,2630.5,1559.5,51
000321,NARS-13_000321.JPG,4287.5,934.5,52
000321,NARS-13_000321.JPG,631.0,2113.5,53
000321,NARS-13_000321.JPG,528.5,2309.5,54
000321,NARS-13_000321.JPG,897.5,2503.0,55
000144,NARS-13_000144.JPG,4020.0,3366.5,18
000144,NARS-13_000144.JPG,5929.5,3218.0,41
000144,NARS-13_000144.JPG,2011.0,909.5,3
000144,NARS-13_000144.JPG,2842.5,2467.0,9
000144,NARS-13_000144.JPG,3430.5,2085.0,15
000144,NARS-13_000144.JPG,3332.0,1615.0,16
000144,NARS-13_000144.JPG,4717.5,1150.0,25
000144,NARS-13_000144.JPG,4689.5,1482.0,23
000144,NARS-13_000144.JPG,5862.5,2606.0,39
000144,NARS-13_000144.JPG,4960.5,2789.0,27
000144,NARS-13_000144.JPG,5681.0,2830.0,40
000144,NARS-13_000144.JPG,5740.5,1717.5,36
000144,NARS-13_000144.JPG,4488.0,3223.0,19
000144,NARS-13_000144.JPG,5665.5,2391.5,38
000144,NARS-13_000144.JPG,5411.0,2676.0,30
000144,NARS-13_000144.JPG,1163.0,1574.5,12
000144,NARS-13_000144.JPG,973.0,752.0,1
000144,NARS-13_000144.JPG,1660.0,1168.0,46
000144,NARS-13_000144.JPG,337.5,46.5,0
000144,NARS-13_000144.JPG,3847.0,3230.0,13
000144,NARS-13_000144.JPG,5016.0,2255.0,31
000144,NARS-13_000144.JPG,2670.5,268.0,6
000144,NARS-13_000144.JPG,5166.5,3036.0,28
000144,NARS-13_000144.JPG,4934.5,981.5,24
000144,NARS-13_000144.JPG,4646.0,2561.5,21
000144,NARS-13_000144.JPG,1457.0,823.5,2
000144,NARS-13_000144.JPG,3104.0,2679.0,10
000144,NARS-13_000144.JPG,820.5,407.0,4
000144,NARS-13_000144.JPG,3065.5,2401.0,14
000144,NARS-13_000144.JPG,5609.0,1132.5,26
000144,NARS-13_000144.JPG,5002.0,2561.5,20
000144,NARS-13_000144.JPG,5923.0,1036.5,32
000470,NARS-13_000470.JPG,4382.5,1406.5,34
000470,NARS-13_000470.JPG,3465.0,2117.0,15
000470,NARS-13_000470.JPG,2526.5,1596.0,51
000470,NARS-13_000470.JPG,4403.5,464.5,35
000470,NARS-13_000470.JPG,1251.0,2025.0,50
000470,NARS-13_000470.JPG,4685.5,2924.5,27
000470,NARS-13_000470.JPG,1436.0,1424.0,12
000470,NARS-13_000470.JPG,4275.5,2613.0,21
000470,NARS-13_000470.JPG,5219.5,544.0,47
000470,NARS-13_000470.JPG,1067.5,1238.5,22
000470,NARS-13_000470.JPG,5246.5,1779.5,36
000470,NARS-13_000470.JPG,2277.0,2678.0,9
000470,NARS-13_000470.JPG,3965.0,2454.5,13
000470,NARS-13_000470.JPG,1702.5,2197.5,49
000470,NARS-13_000470.JPG,4126.0,2426.0,19
000050,NARS-13_000050.JPG,5947.0,3256.5,41
000050,NARS-13_000050.JPG,5871.0,1008.0,32
000050,NARS-13_000050.JPG,5401.0,2611.0,30
000050,NARS-13_000050.JPG,5709.5,2312.5,38
000050,NARS-13_000050.JPG,1069.5,793.0,1
000050,NARS-13_000050.JPG,5036.5,1006.0,24
000168,NARS-13_000168.JPG,5357.0,2615.5,30
000168,NARS-13_000168.JPG,3076.0,2644.0,10
000168,NARS-13_000168.JPG,765.5,404.5,4
000168,NARS-13_000168.JPG,5807.5,988.0,32
000168,NARS-13_000168.JPG,5919.0,3192.5,41
000168,NARS-13_000168.JPG,3942.0,3385.0,18
000168,NARS-13_000168.JPG,5805.0,2534.0,39
000168,NARS-13_000168.JPG,2575.5,248.0,6
000168,NARS-13_000168.JPG,4610.5,1133.0,25
000168,NARS-13_000168.JPG,1545.5,1151.0,46
000168,NARS-13_000168.JPG,2416.5,1639.0,51
000168,NARS-13_000168.JPG,1907.0,853.0,3
000168,NARS-13_000168.JPG,4468.5,1491.0,34
000168,NARS-13_000168.JPG,956.0,750.5,1
000168,NARS-13_000168.JPG,4788.5,1411.5,23
000168,NARS-13_000168.JPG,862.5,2382.5,55
000168,NARS-13_000168.JPG,3338.0,2111.5,15
000168,NARS-13_000168.JPG,650.5,2272.5,54
000168,NARS-13_000168.JPG,1347.5,743.0,2
000168,NARS-13_000168.JPG,5620.0,2415.5,38
000168,NARS-13_000168.JPG,5093.5,2917.0,28
000168,NARS-13_000168.JPG,5382.5,1736.5,36
000168,NARS-13_000168.JPG,5536.5,2839.5,40
000168,NARS-13_000168.JPG,5421.0,1076.5,26
000168,NARS-13_000168.JPG,4003.0,2261.5,13
000168,NARS-13_000168.JPG,5097.5,363.0,47
000168,NARS-13_000168.JPG,4830.5,915.5,24
000168,NARS-13_000168.JPG,3249.0,1692.0,11
000168,NARS-13_000168.JPG,4524.0,2465.5,21
000168,NARS-13_000168.JPG,4966.5,2836.0,27
000168,NARS-13_000168.JPG,1150.5,1544.5,12
000168,NARS-13_000168.JPG,2781.0,2426.0,9
000168,NARS-13_000168.JPG,4371.0,2997.5,19
000168,NARS-13_000168.JPG,3018.0,2321.5,49
000168,NARS-13_000168.JPG,5152.0,1981.5,52
000168,NARS-13_000168.JPG,3822.0,3223.5,56
000168,NARS-13_000168.JPG,4415.0,3239.5,57
000168,NARS-13_000168.JPG,4910.0,2214.0,58
000168,NARS-13_000168.JPG,5022.0,2612.0,59
000168,NARS-13_000168.JPG,6016.0,3094.0,60
000168,NARS-13_000168.JPG,5568.0,2234.5,61
000168,NARS-13_000168.JPG,5644.5,1656.5,62
000168,NARS-13_000168.JPG,1766.0,338.0,63
000195,NARS-13_000195.JPG,5406.5,1746.0,36
000195,NARS-13_000195.JPG,5945.0,3216.0,41
000195,NARS-13_000195.JPG,1187.0,1557.5,12
000195,NARS-13_000195.JPG,4062.0,2266.5,13
000195,NARS-13_000195.JPG,2402.0,1700.5,51
000195,NARS-13_000195.JPG,659.0,2173.0,53
000195,NARS-13_000195.JPG,4450.5,2988.0,19
000195,NARS-13_000195.JPG,4605.5,2440.5,21
000195,NARS-13_000195.JPG,3101.0,2355.5,49
000195,NARS-13_000195.JPG,5008.0,2755.0,27
000195,NARS-13_000195.JPG,808.0,323.5,4
000195,NARS-13_000195.JPG,1043.0,710.0,1
000195,NARS-13_000195.JPG,1687.0,275.0,63
000195,NARS-13_000195.JPG,4891.0,1404.5,23
000195,NARS-13_000195.JPG,5457.0,2641.0,30
000195,NARS-13_000195.JPG,4518.0,3232.5,57
000195,NARS-13_000195.JPG,2877.5,2463.0,9
000195,NARS-13_000195.JPG,3852.0,3331.5,18
000195,NARS-13_000195.JPG,5258.0,1953.0,52
000195,NARS-13_000195.JPG,1464.0,745.0,2
000195,NARS-13_000195.JPG,814.5,2494.5,55
000195,NARS-13_000195.JPG,554.5,2194.0,54
000195,NARS-13_000195.JPG,3203.0,2638.0,10
000195,NARS-13_000195.JPG,3480.5,2125.0,15
000195,NARS-13_000195.JPG,4761.0,1105.5,25
000195,NARS-13_000195.JPG,5242.0,302.5,47
000195,NARS-13_000195.JPG,2057.5,801.5,3
000195,NARS-13_000195.JPG,5801.5,1618.0,62
000195,NARS-13_000195.JPG,4640.0,1497.5,34
000195,NARS-13_000195.JPG,2746.0,227.5,6
000195,NARS-13_000195.JPG,5955.0,2619.0,39
000195,NARS-13_000195.JPG,5759.5,2312.0,38
000195,NARS-13_000195.JPG,3998.5,3214.5,56
000195,NARS-13_000195.JPG,1724.0,1138.0,46
000195,NARS-13_000195.JPG,5212.0,2583.5,59
000195,NARS-13_000195.JPG,5713.0,1164.0,32
000195,NARS-13_000195.JPG,3482.5,1624.0,11
000195,NARS-13_000195.JPG,5784.0,2848.0,40
000195,NARS-13_000195.JPG,5152.0,2310.0,58
000195,NARS-13_000195.JPG,5357.5,3084.5,28
000195,NARS-13_000195.JPG,5914.5,2323.0,61
000195,NARS-13_000195.JPG,1576.0,1871.0,50
000195,NARS-13_000195.JPG,4636.0,1637.5,24
000195,NARS-13_000195.JPG,5253.0,3352.5,60
000195,NARS-13_000195.JPG,4475.0,52.0,26
000195,NARS-13_000195.JPG,1117.0,2723.5,64
000195,NARS-13_000195.JPG,2919.0,305.0,65
000195,NARS-13_000195.JPG,2526.0,1608.0,66
000195,NARS-13_000195.JPG,2543.0,2627.5,67
000195,NARS-13_000195.JPG,3511.0,1852.0,68
000195,NARS-13_000195.JPG,1496.0,382.5,69
000195,NARS-13_000195.JPG,4840.0,3232.5,70
000136,NARS-13_000136.JPG,2763.0,222.5,6
000136,NARS-13_000136.JPG,5946.5,3195.0,41
000136,NARS-13_000136.JPG,5479.5,2631.0,30
000136,NARS-13_000136.JPG,1160.5,1558.5,12
000136,NARS-13_000136.JPG,2855.0,2433.0,9
000136,NARS-13_000136.JPG,3451.0,2096.0,15
000136,NARS-13_000136.JPG,5908.0,2624.0,39
000136,NARS-13_000136.JPG,3154.0,2649.5,10
000136,NARS-13_000136.JPG,4473.0,3208.5,57
000136,NARS-13_000136.JPG,985.0,698.0,1
000136,NARS-13_000136.JPG,4967.5,2801.0,27
000136,NARS-13_000136.JPG,5088.0,2333.5,58
000136,NARS-13_000136.JPG,5690.5,2311.5,38
000136,NARS-13_000136.JPG,3867.5,3253.0,18
000136,NARS-13_000136.JPG,1537.0,795.5,2
000136,NARS-13_000136.JPG,3184.5,2391.0,49
000136,NARS-13_000136.JPG,858.0,404.5,4
000136,NARS-13_000136.JPG,3553.0,1763.5,68
000136,NARS-13_000136.JPG,5771.0,1719.0,62
000136,NARS-13_000136.JPG,2134.5,882.5,3
000136,NARS-13_000136.JPG,5720.5,2743.0,40
000136,NARS-13_000136.JPG,5751.5,1046.0,32
000136,NARS-13_000136.JPG,5251.5,3014.5,28
000136,NARS-13_000136.JPG,4037.0,3353.0,56
000136,NARS-13_000136.JPG,5024.0,2595.0,59
000136,NARS-13_000136.JPG,5003.5,1026.5,25
000136,NARS-13_000136.JPG,5951.5,1051.5,36
000136,NARS-13_000136.JPG,381.0,53.5,69
000189,NARS-13_000189.JPG,1174.5,1544.0,12
000189,NARS-13_000189.JPG,3159.5,2671.0,10
000189,NARS-13_000189.JPG,5952.5,3217.5,41
000189,NARS-13_000189.JPG,5929.0,2345.0,61
000189,NARS-13_000189.JPG,5459.5,2651.0,30
000189,NARS-13_000189.JPG,1606.5,1869.5,50
000189,NARS-13_000189.JPG,858.0,2482.5,55
000189,NARS-13_000189.JPG,2884.0,270.5,65
000189,NARS-13_000189.JPG,2364.5,1663.5,51
000189,NARS-13_000189.JPG,3144.0,2429.0,49
000189,NARS-13_000189.JPG,5266.5,3069.5,28
000189,NARS-13_000189.JPG,983.0,759.5,1
000189,NARS-13_000189.JPG,1730.5,320.5,63
000189,NARS-13_000189.JPG,5971.5,2611.0,39
000189,NARS-13_000189.JPG,2898.0,2484.5,9
000189,NARS-13_000189.JPG,1184.0,2697.5,64
000189,NARS-13_000189.JPG,3579.5,1693.5,68
000189,NARS-13_000189.JPG,4539.0,3245.5,57
000189,NARS-13_000189.JPG,5768.5,2312.0,38
000189,NARS-13_000189.JPG,913.0,462.0,4
000189,NARS-13_000189.JPG,630.0,2163.0,54
000189,NARS-13_000189.JPG,5053.0,2809.0,27
000189,NARS-13_000189.JPG,1453.0,770.0,2
000189,NARS-13_000189.JPG,5835.5,1655.5,62
000189,NARS-13_000189.JPG,3971.0,3257.5,18
000189,NARS-13_000189.JPG,3567.5,2098.0,15
000189,NARS-13_000189.JPG,5388.5,1996.5,52
000189,NARS-13_000189.JPG,4194.0,3386.0,56
000189,NARS-13_000189.JPG,5812.0,1201.5,32
000189,NARS-13_000189.JPG,4718.5,3108.0,70
000189,NARS-13_000189.JPG,4819.5,1523.5,34
000189,NARS-13_000189.JPG,5843.5,2881.5,40
000189,NARS-13_000189.JPG,5215.0,2631.5,59
000189,NARS-13_000189.JPG,4930.0,1218.5,25
000189,NARS-13_000189.JPG,2343.5,943.5,3
000189,NARS-13_000189.JPG,2957.5,346.0,6
000189,NARS-13_000189.JPG,5347.0,2395.5,58
000189,NARS-13_000189.JPG,2628.5,1962.5,66
000189,NARS-13_000189.JPG,5072.5,1501.5,24
000189,NARS-13_000189.JPG,4652.5,2499.0,19
000189,NARS-13_000189.JPG,5490.0,1809.0,36
000189,NARS-13_000189.JPG,1535.0,475.5,69
000189,NARS-13_000189.JPG,3681.5,1991.0,67
000189,NARS-13_000189.JPG,3850.0,3372.5,60
000189,NARS-13_000189.JPG,1940.5,1273.5,71
000189,NARS-13_000189.JPG,4073.5,2286.5,72
000189,NARS-13_000189.JPG,743.0,2187.5,73
000189,NARS-13_000189.JPG,5109.5,361.0,74
000490,NARS-13_000490.JPG,2650.5,1864.0,66
000490,NARS-13_000490.JPG,1346.0,1530.0,12
000490,NARS-13_000490.JPG,5310.5,1771.5,36
000490,NARS-13_000490.JPG,4942.5,2975.0,27
000490,NARS-13_000490.JPG,5293.5,545.5,74
000490,NARS-13_000490.JPG,4391.0,2658.0,19
000490,NARS-13_000490.JPG,1378.0,2100.0,50
000490,NARS-13_000490.JPG,4422.0,1401.0,34
000490,NARS-13_000490.JPG,1793.5,2210.0,64
000547,NARS-13_000547.JPG,1285.0,1486.0,12
000547,NARS-13_000547.JPG,4832.5,2994.0,27
000547,NARS-13_000547.JPG,1259.0,2091.0,50
000181,NARS-13_000181.JPG,5197.5,2613.5,59
000181,NARS-13_000181.JPG,713.0,2197.0,73
000181,NARS-13_000181.JPG,958.0,738.5,1
000181,NARS-13_000181.JPG,1709.5,292.0,63
000181,NARS-13_000181.JPG,4038.5,2269.0,72
000181,NARS-13_000181.JPG,4499.5,3228.0,57
000181,NARS-13_000181.JPG,1549.5,420.0,69
000181,NARS-13_000181.JPG,3077.5,2359.5,49
000181,NARS-13_000181.JPG,5416.0,1769.0,36
000181,NARS-13_000181.JPG,3474.5,1654.5,68
000181,NARS-13_000181.JPG,5730.0,1617.5,62
000181,NARS-13_000181.JPG,5802.0,2333.5,61
000181,NARS-13_000181.JPG,1154.5,1528.0,12
000181,NARS-13_000181.JPG,3431.5,2121.0,15
000181,NARS-13_000181.JPG,3532.5,1945.0,67
000181,NARS-13_000181.JPG,4033.0,3366.5,56
000181,NARS-13_000181.JPG,2576.0,1707.5,66
000181,NARS-13_000181.JPG,2713.0,164.5,65
000181,NARS-13_000181.JPG,3896.0,3166.0,60
000181,NARS-13_000181.JPG,4871.0,1429.0,24
000181,NARS-13_000181.JPG,5386.0,2616.0,58
000181,NARS-13_000181.JPG,1729.0,1155.5,71
000181,NARS-13_000181.JPG,4969.5,2748.5,27
000181,NARS-13_000181.JPG,5070.0,332.5,74
000181,NARS-13_000181.JPG,4418.5,3005.0,70
000181,NARS-13_000181.JPG,830.0,2390.0,50
000181,NARS-13_000181.JPG,1200.0,2690.0,64
000181,NARS-13_000181.JPG,760.5,385.0,75
000181,NARS-13_000181.JPG,2789.5,2422.0,76
000181,NARS-13_000181.JPG,3114.5,2642.5,77
000181,NARS-13_000181.JPG,1391.0,740.0,78
000181,NARS-13_000181.JPG,4594.0,2444.0,79
000181,NARS-13_000181.JPG,4552.5,1506.5,80
000181,NARS-13_000181.JPG,4788.5,1126.5,81
000181,NARS-13_000181.JPG,5595.0,1109.5,82
000181,NARS-13_000181.JPG,5209.5,2010.5,83
000181,NARS-13_000181.JPG,5039.0,2282.0,84
000181,NARS-13_000181.JPG,5647.5,2307.5,85
000181,NARS-13_000181.JPG,5916.0,2617.0,86
000181,NARS-13_000181.JPG,5716.5,2818.0,87
