maxDisap,maxDist,runMean,num_frames,num_detections,num_objects,num_predictions,num_unique_objects,num_tracks,num_matches,num_switches,num_misses,num_false_positives,precision,recall,mota,motp,mostly_tracked,partially_tracked,mostly_lost
40, 300, 20, 194,4887,4887,4887,85,94,4676,211,0,0,1.0,1.0,0.9568242275424595,0.0,85,0,0
160, 1000, 40, 194,4887,4887,4887,85,65,4680,207,0,0,1.0,1.0,0.9576427255985267,0.0,85,0,0
130, 600, 1, 194,4887,4887,4887,85,69,4845,42,0,0,1.0,1.0,0.9914057704112953,0.0,85,0,0
20, 200, 130, 194,4887,4887,4887,85,154,4607,280,0,0,1.0,1.0,0.9427051360753018,0.0,85,0,0
160, 600, 60, 194,4887,4887,4887,85,72,4691,196,0,0,1.0,1.0,0.9598935952527112,0.0,85,0,0
110, 300, 140, 194,4887,4887,4887,85,97,4685,202,0,0,1.0,1.0,0.9586658481686106,0.0,85,0,0
0, 400, 20, 194,4887,4887,4887,85,124,4742,145,0,0,1.0,1.0,0.970329445467567,0.0,85,0,0
0, 1000, 150, 194,4887,4887,4887,85,109,4745,142,0,0,1.0,1.0,0.9709433190096174,0.0,85,0,0
40, 900, 40, 194,4887,4887,4887,85,66,4678,209,0,0,1.0,1.0,0.9572334765704932,0.0,85,0,0
150, 300, 40, 194,4887,4887,4887,85,98,4674,213,0,0,1.0,1.0,0.956414978514426,0.0,85,0,0
120, 100, 50, 194,4887,4887,4887,85,319,3998,889,0,0,1.0,1.0,0.8180888070390833,0.0,85,0,0
40, 700, 50, 194,4887,4887,4887,85,71,4696,191,0,0,1.0,1.0,0.9609167178227952,0.0,85,0,0
150, 100, 20, 194,4887,4887,4887,85,315,4016,871,0,0,1.0,1.0,0.8217720482913853,0.0,85,0,0
100, 500, 40, 194,4887,4887,4887,85,78,4676,211,0,0,1.0,1.0,0.9568242275424595,0.0,85,0,0
60, 900, 50, 194,4887,4887,4887,85,66,4675,212,0,0,1.0,1.0,0.9566196030284428,0.0,85,0,0
100, 400, 100, 194,4887,4887,4887,85,83,4698,189,0,0,1.0,1.0,0.9613259668508287,0.0,85,0,0
100, 900, 30, 194,4887,4887,4887,85,66,4662,225,0,0,1.0,1.0,0.9539594843462247,0.0,85,0,0
130, 300, 1, 194,4887,4887,4887,85,83,4828,59,0,0,1.0,1.0,0.98792715367301,0.0,85,0,0
10, 500, 90, 194,4887,4887,4887,85,85,4745,142,0,0,1.0,1.0,0.9709433190096174,0.0,85,0,0
0, 900, 70, 194,4887,4887,4887,85,109,4741,146,0,0,1.0,1.0,0.9701248209535502,0.0,85,0,0
20, 700, 150, 194,4887,4887,4887,85,74,4722,165,0,0,1.0,1.0,0.9662369551872314,0.0,85,0,0
130, 300, 20, 194,4887,4887,4887,85,94,4671,216,0,0,1.0,1.0,0.9558011049723757,0.0,85,0,0
100, 300, 140, 194,4887,4887,4887,85,97,4685,202,0,0,1.0,1.0,0.9586658481686106,0.0,85,0,0
140, 600, 140, 194,4887,4887,4887,85,72,4699,188,0,0,1.0,1.0,0.9615305913648455,0.0,85,0,0
20, 100, 1, 194,4887,4887,4887,85,343,4295,592,0,0,1.0,1.0,0.8788622877020666,0.0,85,0,0
160, 0, 70, 194,4887,4887,4887,85,53,4569,318,0,0,1.0,1.0,0.9349294045426642,0.0,85,0,0
110, 900, 130, 194,4887,4887,4887,85,66,4668,219,0,0,1.0,1.0,0.9551872314303254,0.0,85,0,0
80, 1000, 110, 194,4887,4887,4887,85,67,4668,219,0,0,1.0,1.0,0.9551872314303254,0.0,85,0,0
0, 500, 130, 194,4887,4887,4887,85,117,4747,140,0,0,1.0,1.0,0.9713525680376509,0.0,85,0,0
120, 200, 70, 194,4887,4887,4887,85,139,4528,359,0,0,1.0,1.0,0.9265397994679763,0.0,85,0,0
100, 0, 50, 194,4887,4887,4887,85,53,4560,327,0,0,1.0,1.0,0.9330877839165133,0.0,85,0,0
160, 0, 80, 194,4887,4887,4887,85,53,4568,319,0,0,1.0,1.0,0.9347247800286475,0.0,85,0,0
100, 600, 110, 194,4887,4887,4887,85,72,4699,188,0,0,1.0,1.0,0.9615305913648455,0.0,85,0,0
160, 1000, 90, 194,4887,4887,4887,85,65,4677,210,0,0,1.0,1.0,0.9570288520564764,0.0,85,0,0
160, 0, 160, 194,4887,4887,4887,85,53,4552,335,0,0,1.0,1.0,0.931450787804379,0.0,85,0,0
130, 400, 120, 194,4887,4887,4887,85,83,4696,191,0,0,1.0,1.0,0.9609167178227952,0.0,85,0,0
10, 900, 100, 194,4887,4887,4887,85,75,4723,164,0,0,1.0,1.0,0.9664415797012482,0.0,85,0,0
30, 300, 1, 194,4887,4887,4887,85,83,4836,51,0,0,1.0,1.0,0.9895641497851443,0.0,85,0,0
100, 400, 1, 194,4887,4887,4887,85,77,4843,44,0,0,1.0,1.0,0.9909965213832617,0.0,85,0,0
10, 0, 60, 194,4887,4887,4887,85,55,4582,305,0,0,1.0,1.0,0.9375895232248823,0.0,85,0,0
140, 800, 20, 194,4887,4887,4887,85,69,4709,178,0,0,1.0,1.0,0.9635768365050132,0.0,85,0,0
130, 400, 110, 194,4887,4887,4887,85,83,4696,191,0,0,1.0,1.0,0.9609167178227952,0.0,85,0,0
100, 100, 140, 194,4887,4887,4887,85,319,3998,889,0,0,1.0,1.0,0.8180888070390833,0.0,85,0,0
120, 400, 110, 194,4887,4887,4887,85,83,4696,191,0,0,1.0,1.0,0.9609167178227952,0.0,85,0,0
60, 900, 160, 194,4887,4887,4887,85,67,4670,217,0,0,1.0,1.0,0.9555964804583589,0.0,85,0,0
130, 0, 50, 194,4887,4887,4887,85,53,4560,327,0,0,1.0,1.0,0.9330877839165133,0.0,85,0,0
30, 500, 80, 194,4887,4887,4887,85,79,4711,176,0,0,1.0,1.0,0.9639860855330469,0.0,85,0,0
140, 300, 20, 194,4887,4887,4887,85,94,4671,216,0,0,1.0,1.0,0.9558011049723757,0.0,85,0,0
160, 600, 30, 194,4887,4887,4887,85,69,4661,226,0,0,1.0,1.0,0.9537548598322079,0.0,85,0,0
70, 200, 20, 194,4887,4887,4887,85,134,4578,309,0,0,1.0,1.0,0.9367710251688153,0.0,85,0,0
80, 200, 70, 194,4887,4887,4887,85,139,4535,352,0,0,1.0,1.0,0.9279721710660938,0.0,85,0,0
70, 200, 70, 194,4887,4887,4887,85,139,4535,352,0,0,1.0,1.0,0.9279721710660938,0.0,85,0,0
0, 1000, 140, 194,4887,4887,4887,85,109,4745,142,0,0,1.0,1.0,0.9709433190096174,0.0,85,0,0
0, 700, 70, 194,4887,4887,4887,85,112,4742,145,0,0,1.0,1.0,0.970329445467567,0.0,85,0,0
130, 800, 160, 194,4887,4887,4887,85,68,4676,211,0,0,1.0,1.0,0.9568242275424595,0.0,85,0,0
90, 400, 30, 194,4887,4887,4887,85,81,4671,216,0,0,1.0,1.0,0.9558011049723757,0.0,85,0,0
60, 400, 150, 194,4887,4887,4887,85,83,4697,190,0,0,1.0,1.0,0.9611213423368119,0.0,85,0,0
100, 200, 70, 194,4887,4887,4887,85,139,4528,359,0,0,1.0,1.0,0.9265397994679763,0.0,85,0,0
30, 500, 20, 194,4887,4887,4887,85,75,4721,166,0,0,1.0,1.0,0.9660323306732147,0.0,85,0,0
110, 800, 1, 194,4887,4887,4887,85,69,4843,44,0,0,1.0,1.0,0.9909965213832617,0.0,85,0,0
140, 400, 130, 194,4887,4887,4887,85,83,4696,191,0,0,1.0,1.0,0.9609167178227952,0.0,85,0,0
130, 1000, 10, 194,4887,4887,4887,85,64,4790,97,0,0,1.0,1.0,0.9801514221403724,0.0,85,0,0
150, 900, 30, 194,4887,4887,4887,85,66,4662,225,0,0,1.0,1.0,0.9539594843462247,0.0,85,0,0
100, 500, 150, 194,4887,4887,4887,85,78,4695,192,0,0,1.0,1.0,0.9607120933087784,0.0,85,0,0
20, 200, 30, 194,4887,4887,4887,85,151,4613,274,0,0,1.0,1.0,0.9439328831594025,0.0,85,0,0
160, 400, 80, 194,4887,4887,4887,85,83,4697,190,0,0,1.0,1.0,0.9611213423368119,0.0,85,0,0
130, 1000, 140, 194,4887,4887,4887,85,66,4667,220,0,0,1.0,1.0,0.9549826069163085,0.0,85,0,0
0, 400, 140, 194,4887,4887,4887,85,126,4750,137,0,0,1.0,1.0,0.9719664415797012,0.0,85,0,0
80, 100, 30, 194,4887,4887,4887,85,320,4006,881,0,0,1.0,1.0,0.8197258031512176,0.0,85,0,0
120, 600, 100, 194,4887,4887,4887,85,72,4699,188,0,0,1.0,1.0,0.9615305913648455,0.0,85,0,0
30, 700, 100, 194,4887,4887,4887,85,73,4708,179,0,0,1.0,1.0,0.9633722119909965,0.0,85,0,0
20, 900, 60, 194,4887,4887,4887,85,67,4701,186,0,0,1.0,1.0,0.961939840392879,0.0,85,0,0
140, 700, 120, 194,4887,4887,4887,85,71,4697,190,0,0,1.0,1.0,0.9611213423368119,0.0,85,0,0
0, 400, 30, 194,4887,4887,4887,85,123,4736,151,0,0,1.0,1.0,0.9691016983834664,0.0,85,0,0
30, 600, 100, 194,4887,4887,4887,85,73,4711,176,0,0,1.0,1.0,0.9639860855330469,0.0,85,0,0
50, 600, 160, 194,4887,4887,4887,85,73,4702,185,0,0,1.0,1.0,0.9621444649068959,0.0,85,0,0
20, 600, 60, 194,4887,4887,4887,85,74,4720,167,0,0,1.0,1.0,0.9658277061591979,0.0,85,0,0
130, 0, 60, 194,4887,4887,4887,85,53,4582,305,0,0,1.0,1.0,0.9375895232248823,0.0,85,0,0
130, 500, 70, 194,4887,4887,4887,85,78,4682,205,0,0,1.0,1.0,0.9580519746265602,0.0,85,0,0
80, 200, 1, 194,4887,4887,4887,85,116,4757,130,0,0,1.0,1.0,0.9733988131778187,0.0,85,0,0
150, 0, 160, 194,4887,4887,4887,85,53,4552,335,0,0,1.0,1.0,0.931450787804379,0.0,85,0,0
90, 1000, 110, 194,4887,4887,4887,85,67,4668,219,0,0,1.0,1.0,0.9551872314303254,0.0,85,0,0
130, 100, 30, 194,4887,4887,4887,85,318,4002,885,0,0,1.0,1.0,0.8189073050951504,0.0,85,0,0
70, 0, 60, 194,4887,4887,4887,85,53,4583,304,0,0,1.0,1.0,0.9377941477388991,0.0,85,0,0
20, 400, 1, 194,4887,4887,4887,85,78,4850,37,0,0,1.0,1.0,0.9924288929813792,0.0,85,0,0
70, 300, 130, 194,4887,4887,4887,85,97,4687,200,0,0,1.0,1.0,0.9590750971966442,0.0,85,0,0
60, 500, 120, 194,4887,4887,4887,85,78,4697,190,0,0,1.0,1.0,0.9611213423368119,0.0,85,0,0
100, 900, 120, 194,4887,4887,4887,85,66,4668,219,0,0,1.0,1.0,0.9551872314303254,0.0,85,0,0
120, 200, 60, 194,4887,4887,4887,85,139,4521,366,0,0,1.0,1.0,0.9251074278698588,0.0,85,0,0
120, 600, 80, 194,4887,4887,4887,85,72,4698,189,0,0,1.0,1.0,0.9613259668508287,0.0,85,0,0
130, 300, 50, 194,4887,4887,4887,85,98,4679,208,0,0,1.0,1.0,0.9574381010845099,0.0,85,0,0
160, 300, 40, 194,4887,4887,4887,85,98,4674,213,0,0,1.0,1.0,0.956414978514426,0.0,85,0,0
120, 0, 20, 194,4887,4887,4887,85,53,4625,262,0,0,1.0,1.0,0.9463883773276038,0.0,85,0,0
120, 500, 100, 194,4887,4887,4887,85,78,4697,190,0,0,1.0,1.0,0.9611213423368119,0.0,85,0,0
160, 700, 100, 194,4887,4887,4887,85,71,4697,190,0,0,1.0,1.0,0.9611213423368119,0.0,85,0,0
20, 0, 30, 194,4887,4887,4887,85,53,4610,277,0,0,1.0,1.0,0.9433190096173522,0.0,85,0,0
130, 900, 130, 194,4887,4887,4887,85,66,4668,219,0,0,1.0,1.0,0.9551872314303254,0.0,85,0,0
10, 600, 130, 194,4887,4887,4887,85,80,4731,156,0,0,1.0,1.0,0.9680785758133824,0.0,85,0,0
130, 500, 40, 194,4887,4887,4887,85,78,4676,211,0,0,1.0,1.0,0.9568242275424595,0.0,85,0,0
110, 600, 160, 194,4887,4887,4887,85,72,4699,188,0,0,1.0,1.0,0.9615305913648455,0.0,85,0,0
20, 300, 60, 194,4887,4887,4887,85,103,4696,191,0,0,1.0,1.0,0.9609167178227952,0.0,85,0,0
70, 0, 10, 194,4887,4887,4887,85,53,4713,174,0,0,1.0,1.0,0.9643953345610804,0.0,85,0,0
130, 500, 150, 194,4887,4887,4887,85,78,4695,192,0,0,1.0,1.0,0.9607120933087784,0.0,85,0,0
150, 800, 60, 194,4887,4887,4887,85,67,4680,207,0,0,1.0,1.0,0.9576427255985267,0.0,85,0,0
120, 500, 1, 194,4887,4887,4887,85,73,4845,42,0,0,1.0,1.0,0.9914057704112953,0.0,85,0,0
40, 700, 30, 194,4887,4887,4887,85,69,4662,225,0,0,1.0,1.0,0.9539594843462247,0.0,85,0,0
100, 800, 20, 194,4887,4887,4887,85,69,4709,178,0,0,1.0,1.0,0.9635768365050132,0.0,85,0,0
140, 500, 80, 194,4887,4887,4887,85,78,4694,193,0,0,1.0,1.0,0.9605074687947616,0.0,85,0,0
20, 800, 10, 194,4887,4887,4887,85,70,4800,87,0,0,1.0,1.0,0.9821976672805403,0.0,85,0,0
30, 500, 90, 194,4887,4887,4887,85,79,4713,174,0,0,1.0,1.0,0.9643953345610804,0.0,85,0,0
70, 900, 80, 194,4887,4887,4887,85,66,4682,205,0,0,1.0,1.0,0.9580519746265602,0.0,85,0,0
120, 400, 130, 194,4887,4887,4887,85,83,4696,191,0,0,1.0,1.0,0.9609167178227952,0.0,85,0,0
20, 900, 90, 194,4887,4887,4887,85,68,4692,195,0,0,1.0,1.0,0.960098219766728,0.0,85,0,0
160, 0, 60, 194,4887,4887,4887,85,53,4582,305,0,0,1.0,1.0,0.9375895232248823,0.0,85,0,0
150, 900, 120, 194,4887,4887,4887,85,66,4668,219,0,0,1.0,1.0,0.9551872314303254,0.0,85,0,0
160, 500, 130, 194,4887,4887,4887,85,78,4695,192,0,0,1.0,1.0,0.9607120933087784,0.0,85,0,0
80, 300, 140, 194,4887,4887,4887,85,97,4687,200,0,0,1.0,1.0,0.9590750971966442,0.0,85,0,0
20, 0, 100, 194,4887,4887,4887,85,53,4554,333,0,0,1.0,1.0,0.9318600368324125,0.0,85,0,0
110, 600, 60, 194,4887,4887,4887,85,72,4691,196,0,0,1.0,1.0,0.9598935952527112,0.0,85,0,0
120, 1000, 150, 194,4887,4887,4887,85,66,4667,220,0,0,1.0,1.0,0.9549826069163085,0.0,85,0,0
150, 800, 30, 194,4887,4887,4887,85,68,4659,228,0,0,1.0,1.0,0.9533456108041743,0.0,85,0,0
10, 900, 1, 194,4887,4887,4887,85,72,4852,35,0,0,1.0,1.0,0.9928381420094128,0.0,85,0,0
0, 1000, 40, 194,4887,4887,4887,85,107,4729,158,0,0,1.0,1.0,0.9676693267853489,0.0,85,0,0
10, 1000, 130, 194,4887,4887,4887,85,71,4718,169,0,0,1.0,1.0,0.9654184571311644,0.0,85,0,0
140, 800, 130, 194,4887,4887,4887,85,68,4676,211,0,0,1.0,1.0,0.9568242275424595,0.0,85,0,0
60, 0, 140, 194,4887,4887,4887,85,53,4553,334,0,0,1.0,1.0,0.9316554123183958,0.0,85,0,0
0, 400, 150, 194,4887,4887,4887,85,126,4750,137,0,0,1.0,1.0,0.9719664415797012,0.0,85,0,0
80, 500, 110, 194,4887,4887,4887,85,78,4695,192,0,0,1.0,1.0,0.9607120933087784,0.0,85,0,0
100, 0, 140, 194,4887,4887,4887,85,53,4552,335,0,0,1.0,1.0,0.931450787804379,0.0,85,0,0
110, 800, 20, 194,4887,4887,4887,85,69,4709,178,0,0,1.0,1.0,0.9635768365050132,0.0,85,0,0
150, 800, 130, 194,4887,4887,4887,85,68,4676,211,0,0,1.0,1.0,0.9568242275424595,0.0,85,0,0
160, 700, 70, 194,4887,4887,4887,85,71,4686,201,0,0,1.0,1.0,0.9588704726826274,0.0,85,0,0
60, 600, 120, 194,4887,4887,4887,85,73,4701,186,0,0,1.0,1.0,0.961939840392879,0.0,85,0,0
60, 200, 150, 194,4887,4887,4887,85,139,4535,352,0,0,1.0,1.0,0.9279721710660938,0.0,85,0,0
150, 500, 160, 194,4887,4887,4887,85,78,4695,192,0,0,1.0,1.0,0.9607120933087784,0.0,85,0,0
130, 800, 60, 194,4887,4887,4887,85,67,4680,207,0,0,1.0,1.0,0.9576427255985267,0.0,85,0,0
20, 900, 30, 194,4887,4887,4887,85,67,4671,216,0,0,1.0,1.0,0.9558011049723757,0.0,85,0,0
100, 100, 150, 194,4887,4887,4887,85,319,3998,889,0,0,1.0,1.0,0.8180888070390833,0.0,85,0,0
0, 0, 160, 194,4887,4887,4887,85,88,4694,193,0,0,1.0,1.0,0.9605074687947616,0.0,85,0,0
0, 600, 30, 194,4887,4887,4887,85,111,4734,153,0,0,1.0,1.0,0.9686924493554327,0.0,85,0,0
80, 1000, 100, 194,4887,4887,4887,85,67,4668,219,0,0,1.0,1.0,0.9551872314303254,0.0,85,0,0
40, 100, 160, 194,4887,4887,4887,85,341,4043,844,0,0,1.0,1.0,0.8272969101698383,0.0,85,0,0
150, 400, 20, 194,4887,4887,4887,85,80,4690,197,0,0,1.0,1.0,0.9596889707386945,0.0,85,0,0
110, 100, 140, 194,4887,4887,4887,85,319,4001,886,0,0,1.0,1.0,0.8187026805811336,0.0,85,0,0
80, 200, 20, 194,4887,4887,4887,85,133,4577,310,0,0,1.0,1.0,0.9365664006547985,0.0,85,0,0
40, 900, 10, 194,4887,4887,4887,85,66,4787,100,0,0,1.0,1.0,0.9795375485983221,0.0,85,0,0
10, 1000, 100, 194,4887,4887,4887,85,71,4718,169,0,0,1.0,1.0,0.9654184571311644,0.0,85,0,0
90, 700, 110, 194,4887,4887,4887,85,72,4696,191,0,0,1.0,1.0,0.9609167178227952,0.0,85,0,0
80, 300, 90, 194,4887,4887,4887,85,97,4687,200,0,0,1.0,1.0,0.9590750971966442,0.0,85,0,0
50, 400, 10, 194,4887,4887,4887,85,79,4775,112,0,0,1.0,1.0,0.9770820544301207,0.0,85,0,0
50, 100, 50, 194,4887,4887,4887,85,333,4024,863,0,0,1.0,1.0,0.8234090444035196,0.0,85,0,0
50, 500, 160, 194,4887,4887,4887,85,78,4697,190,0,0,1.0,1.0,0.9611213423368119,0.0,85,0,0
20, 1000, 40, 194,4887,4887,4887,85,67,4678,209,0,0,1.0,1.0,0.9572334765704932,0.0,85,0,0
160, 200, 70, 194,4887,4887,4887,85,139,4528,359,0,0,1.0,1.0,0.9265397994679763,0.0,85,0,0
120, 100, 80, 194,4887,4887,4887,85,319,3998,889,0,0,1.0,1.0,0.8180888070390833,0.0,85,0,0
80, 600, 20, 194,4887,4887,4887,85,70,4713,174,0,0,1.0,1.0,0.9643953345610804,0.0,85,0,0
90, 100, 100, 194,4887,4887,4887,85,322,4000,887,0,0,1.0,1.0,0.8184980560671169,0.0,85,0,0
0, 200, 150, 194,4887,4887,4887,85,203,4746,141,0,0,1.0,1.0,0.9711479435236341,0.0,85,0,0
60, 800, 90, 194,4887,4887,4887,85,68,4677,210,0,0,1.0,1.0,0.9570288520564764,0.0,85,0,0
120, 1000, 10, 194,4887,4887,4887,85,64,4790,97,0,0,1.0,1.0,0.9801514221403724,0.0,85,0,0
10, 0, 70, 194,4887,4887,4887,85,55,4586,301,0,0,1.0,1.0,0.9384080212809495,0.0,85,0,0
70, 100, 110, 194,4887,4887,4887,85,325,4007,880,0,0,1.0,1.0,0.8199304276652343,0.0,85,0,0
0, 0, 110, 194,4887,4887,4887,85,88,4694,193,0,0,1.0,1.0,0.9605074687947616,0.0,85,0,0
140, 200, 50, 194,4887,4887,4887,85,139,4522,365,0,0,1.0,1.0,0.9253120523838756,0.0,85,0,0
130, 400, 60, 194,4887,4887,4887,85,83,4679,208,0,0,1.0,1.0,0.9574381010845099,0.0,85,0,0
150, 700, 110, 194,4887,4887,4887,85,71,4697,190,0,0,1.0,1.0,0.9611213423368119,0.0,85,0,0
70, 0, 100, 194,4887,4887,4887,85,53,4544,343,0,0,1.0,1.0,0.9298137916922448,0.0,85,0,0
40, 900, 60, 194,4887,4887,4887,85,66,4684,203,0,0,1.0,1.0,0.9584612236545939,0.0,85,0,0
0, 300, 60, 194,4887,4887,4887,85,146,4778,109,0,0,1.0,1.0,0.9776959279721711,0.0,85,0,0
40, 800, 120, 194,4887,4887,4887,85,68,4678,209,0,0,1.0,1.0,0.9572334765704932,0.0,85,0,0
20, 700, 80, 194,4887,4887,4887,85,74,4719,168,0,0,1.0,1.0,0.9656230816451811,0.0,85,0,0
70, 400, 130, 194,4887,4887,4887,85,83,4697,190,0,0,1.0,1.0,0.9611213423368119,0.0,85,0,0
30, 700, 150, 194,4887,4887,4887,85,73,4708,179,0,0,1.0,1.0,0.9633722119909965,0.0,85,0,0
160, 900, 40, 194,4887,4887,4887,85,65,4680,207,0,0,1.0,1.0,0.9576427255985267,0.0,85,0,0
50, 600, 100, 194,4887,4887,4887,85,73,4702,185,0,0,1.0,1.0,0.9621444649068959,0.0,85,0,0
110, 700, 80, 194,4887,4887,4887,85,71,4694,193,0,0,1.0,1.0,0.9605074687947616,0.0,85,0,0
80, 300, 160, 194,4887,4887,4887,85,97,4687,200,0,0,1.0,1.0,0.9590750971966442,0.0,85,0,0
40, 300, 140, 194,4887,4887,4887,85,99,4690,197,0,0,1.0,1.0,0.9596889707386945,0.0,85,0,0
100, 0, 60, 194,4887,4887,4887,85,53,4582,305,0,0,1.0,1.0,0.9375895232248823,0.0,85,0,0
0, 900, 140, 194,4887,4887,4887,85,109,4745,142,0,0,1.0,1.0,0.9709433190096174,0.0,85,0,0
10, 500, 140, 194,4887,4887,4887,85,85,4745,142,0,0,1.0,1.0,0.9709433190096174,0.0,85,0,0
10, 300, 20, 194,4887,4887,4887,85,102,4735,152,0,0,1.0,1.0,0.9688970738694496,0.0,85,0,0
150, 200, 140, 194,4887,4887,4887,85,139,4523,364,0,0,1.0,1.0,0.9255166768978924,0.0,85,0,0
90, 700, 10, 194,4887,4887,4887,85,69,4795,92,0,0,1.0,1.0,0.9811745447104563,0.0,85,0,0
30, 500, 100, 194,4887,4887,4887,85,79,4713,174,0,0,1.0,1.0,0.9643953345610804,0.0,85,0,0
110, 200, 1, 194,4887,4887,4887,85,116,4755,132,0,0,1.0,1.0,0.9729895641497851,0.0,85,0,0
90, 400, 90, 194,4887,4887,4887,85,83,4698,189,0,0,1.0,1.0,0.9613259668508287,0.0,85,0,0
90, 400, 140, 194,4887,4887,4887,85,83,4696,191,0,0,1.0,1.0,0.9609167178227952,0.0,85,0,0
80, 100, 140, 194,4887,4887,4887,85,322,4001,886,0,0,1.0,1.0,0.8187026805811336,0.0,85,0,0
110, 400, 130, 194,4887,4887,4887,85,83,4696,191,0,0,1.0,1.0,0.9609167178227952,0.0,85,0,0
